Tanggal,jumlah_test_antigen_harian,jumlah_antigen_positif,jumlah_antigen_negatif,positivity_rate_harian_antigen,jumlah_test_antibody_harian,jumlah_antibody_Reaktif,jumlah_antibody_non_reaktif,positivity_rate_harian_antibody,jumlah_test_pcr_harian,jumlah_pcr_Positif,jumlah_pcr_negatif,positivity_rate_harian_pcr,target_vaksinasi,penyuntikan_dosis_1,penyuntikan_dosis_2,persentase_penyuntikan_dosis_1,persentase_penyuntikan_dosis_2,all_day_bing_tiles_visited_relative_change_jakarta_timur,all_day_ratio_single_tile_users_jakarta_timur,all_day_bing_tiles_visited_relative_change_jakarta_barat,all_day_ratio_single_tile_users_jakarta_barat,all_day_bing_tiles_visited_relative_change_jakarta_selatan,all_day_ratio_single_tile_users_jakarta_selatan,all_day_bing_tiles_visited_relative_change_jakarta_utara,all_day_ratio_single_tile_users_jakarta_utara ,all_day_bing_tiles_visited_relative_change_jakarta_pusat,all_day_ratio_single_tile_users_jakarta_pusat,all_day_bing_tiles_visited_relative_change_kep_seribu,all_day_ratio_single_tile_users_kep_seribu
4/11/2021,2550,59,2491,0.023137254901961,725681,39750,685931,0.054776134417189,9082,1213,7869,0.138,3000689,1537387,697480,0.512344664841975,0.232439949624903,-0.12151,0.25431,-0.12582,0.2488,-0.15846,0.25625,-0.13519,0.26623,-0.1565,0.24929,0.09172,0.16791
4/12/2021,1811,49,1762,0.027056874654887,725698,39753,685945,0.054778985197699,14487,2357,12130,0.162,3000689,1569019,728994,0.522886243792676,0.242942204273752,-0.14356,0.23809,-0.15328,0.23536,-0.17493,0.2435,-0.17039,0.24726,-0.20255,0.22865,0.35739,0.22043
4/13/2021,3889,66,3823,0.016970943687323,725705,39754,685951,0.054779834781351,20115,3460,16655,0.168,3000689,1584064,749172,0.527900092278807,0.249666659890445,-0.32487,0.31533,-0.27382,0.28078,-0.34648,0.31501,-0.28507,0.29319,-0.32817,0.27567,-0.30693,0.30393
4/14/2021,4042,86,3956,0.021276595744681,725943,39792,686151,0.054814220951232,16048,2723,13325,0.169,3000689,1598341,783181,0.532657999546104,0.261000390243707,-0.29448,0.31,-0.24092,0.28626,-0.30858,0.31677,-0.21258,0.29082,-0.26924,0.28298,-0.33059,0.25323
4/15/2021,3261,66,3195,0.020239190432383,726087,39804,686283,0.054819876956894,16409,2576,13833,0.153,3000689,1615457,813687,0.538362022855418,0.271166722042837,-0.28255,0.29985,-0.22853,0.27694,-0.29095,0.30118,-0.2059,0.28148,-0.26079,0.27156,-0.12296,0.25514
4/16/2021,4582,68,4514,0.01484068092536,726145,39808,686337,0.054821006823706,14451,2115,12336,0.143,3000689,1633447,840544,0.544357312603872,0.280116999795714,-0.26035,0.28063,-0.21899,0.26533,-0.27758,0.28344,-0.20208,0.27143,-0.24782,0.25944,-0.2174,0.29183
4/17/2021,3450,73,3377,0.021159420289855,726228,39818,686410,0.054828511156276,11844,1964,9880,0.159,3000689,1641932,849048,0.547184996512468,0.282951015583421,-0.31051,0.30159,-0.24856,0.27257,-0.33631,0.30158,-0.23866,0.28757,-0.30318,0.27897,-0.23408,0.31996
4/18/2021,3001,88,2913,0.029323558813729,726397,39854,686543,0.05486531469706,11099,1551,9548,0.136,3000689,1646295,857137,0.548638995910606,0.285646729801056,-0.34717,0.32208,-0.31963,0.29787,-0.37364,0.32187,-0.31611,0.3171,-0.35964,0.30571,-0.33053,0.31967
4/19/2021,2853,57,2796,0.019978969505783,726399,39855,686544,0.054866540289841,13690,2083,11607,0.151,3000689,1668563,894069,0.556059958229593,0.297954569767143,-0.25975,0.27064,-0.23527,0.25222,-0.28925,0.27579,-0.24711,0.26485,-0.29427,0.25186,-0.14344,0.31477
4/20/2021,3926,86,3840,0.02190524707081,726402,39855,686547,0.05486631369407,14525,2487,12038,0.162,3000689,1687399,911103,0.562337183226919,0.303631266019238,-0.24976,0.27846,-0.22535,0.26588,-0.28522,0.28453,-0.23349,0.2706,-0.29486,0.26418,-0.28336,0.31975
4/21/2021,5240,118,5122,0.022519083969466,726611,39881,686730,0.054886314685575,13051,1796,11255,0.138,3000689,1708066,943905,0.569224601416541,0.314562755420505,-0.22662,0.27441,-0.18857,0.26081,-0.22827,0.27972,-0.1647,0.26759,-0.20141,0.25947,-0.2681,0.2717
4/22/2021,4368,88,4280,0.02014652014652,726846,39926,686920,0.05493048045941,13863,2054,11809,0.147,3000689,1746457,995717,0.582018663047054,0.33182945650149,-0.22351,0.2746,-0.19193,0.26246,-0.23993,0.27919,-0.17786,0.26787,-0.2071,0.25495,-0.04917,0.28116
4/23/2021,3843,69,3774,0.017954722872756,727066,39963,687103,0.054964748729827,14348,2382,11966,0.162,3000689,1770866,1028239,0.590153128164898,0.342667634000058,-0.23542,0.28019,-0.18595,0.2587,-0.24669,0.27785,-0.18171,0.27085,-0.20989,0.25692,-0.23117,0.30509
4/24/2021,4516,107,4409,0.023693534100974,727194,39978,687216,0.054975701119646,13980,2245,11735,0.158,3000689,1784510,1046274,0.594700083880735,0.348677920304303,-0.24212,0.28272,-0.19913,0.25994,-0.26585,0.28167,-0.19002,0.27737,-0.23498,0.26277,-0.24524,0.32329
4/25/2021,2884,66,2818,0.022884882108183,727297,39998,687299,0.05499541452804,8558,1480,7078,0.149,3000689,1796387,1059589,0.598658174839179,0.353115234534469,-0.26736,0.29529,-0.25784,0.28118,-0.29984,0.2955,-0.25894,0.30142,-0.30082,0.28739,-0.34234,0.27583
4/26/2021,2483,45,2438,0.018123238018526,727324,40000,687324,0.054996122773345,14746,2253,12493,0.152,3000689,1822711,1104607,0.60743082672013,0.368117788947805,-0.21908,0.25925,-0.19601,0.24387,-0.24939,0.26436,-0.21893,0.25982,-0.25557,0.24111,0.13168,0.27218
4/27/2021,5797,85,5712,0.014662756598241,727341,40001,687340,0.054996212230577,14992,2325,12667,0.149,3000689,1850474,1242486,0.616683035129599,0.414066902634695,-0.23224,0.27105,-0.20663,0.25639,-0.26266,0.27293,-0.21594,0.26375,-0.26877,0.25252,-0.23377,0.30243
4/28/2021,5065,77,4988,0.015202369200395,727463,40010,687453,0.054999360792233,12120,1863,10257,0.151,3000689,1878269,1182862,0.625945907756519,0.394196799468389,-0.20962,0.28253,-0.16677,0.26466,-0.2135,0.28438,-0.1495,0.26785,-0.17546,0.25534,-0.19743,0.31416
4/29/2021,4783,75,4708,0.015680535228936,727504,40023,687481,0.055014130506499,14576,2600,11976,0.176,3000689,1906096,1214492,0.63521944460089,0.404737711905499,-0.18381,0.27054,-0.13965,0.25515,-0.1906,0.27394,-0.13727,0.26297,-0.16565,0.25036,-0.04907,0.28014
4/30/2021,4757,76,4681,0.015976455749422,727634,40038,687596,0.055024916372792,17048,2163,14885,0.126,3000689,1935049,1231269,0.644868228596832,0.410328761161187,-0.16139,0.25387,-0.09882,0.24011,-0.16181,0.25495,-0.0975,0.24888,-0.14057,0.23499,-0.08899,0.26985
5/1/2021,5145,74,5071,0.014382896015549,727720,40049,687671,0.055033529379432,11590,2128,9462,0.184,3000689,1943646,1245192,0.647733237266508,0.414968695522928,-0.1768,0.257,-0.14824,0.24737,-0.18195,0.25395,-0.14018,0.25995,-0.16975,0.24743,-0.17222,0.29266
5/2/2021,2493,32,2461,0.012835940633775,727768,40053,687715,0.055035395895395,9020,888,8132,0.109,3000689,1947986,1256966,0.649179571758353,0.41889246103145,-0.17409,0.26334,-0.14429,0.24936,-0.19737,0.26314,-0.17197,0.27315,-0.20192,0.25833,-0.23698,0.29766
5/3/2021,3378,44,3334,0.013025458851391,727790,40055,687735,0.055036480303384,17082,2275,14807,0.132,3000689,1968563,1287033,0.656036996836393,0.428912493097419,-0.13096,0.23283,-0.08273,0.22022,-0.15276,0.23838,-0.1267,0.23551,-0.16012,0.22094,-0.07311,0.25403
5/4/2021,4675,75,4600,0.016042780748663,727802,40057,687745,0.055038320861993,17285,2448,14837,0.139,3000689,1994275,1313679,0.664605695558587,0.437792453666475,-0.12144,0.24243,-0.05485,0.22528,-0.13913,0.2433,-0.09938,0.23543,-0.13863,0.22647,-0.21073,0.25024
5/5/2021,5039,68,4971,0.013494741020044,727892,40066,687826,0.055043880136064,16710,2208,14502,0.131,3000689,2027200,1339261,0.675578175545683,0.446317829005272,-0.08957,0.24187,-0.00712,0.22747,-0.07505,0.24478,-0.00813,0.23644,-0.02507,0.22884,-0.13469,0.24983
5/6/2021,3844,61,3783,0.015868886576483,727954,40070,687884,0.055044686889556,17747,2114,15633,0.117,3000689,2064779,1366690,0.688101632658366,0.455458729645091,-0.1867,0.27025,-0.14335,0.24606,-0.18471,0.26524,-0.11811,0.25437,-0.1588,0.25336,0.12012,0.25051
5/7/2021,5449,86,5363,0.015782712424298,728045,40078,687967,0.055048795060745,15473,2196,13277,0.139,3000689,2099049,1395186,0.699522343035216,0.464955215285556,-0.16255,0.24232,-0.13091,0.23451,-0.16622,0.24353,-0.12108,0.24282,-0.15324,0.23194,-0.29114,0.29455
5/8/2021,4779,82,4697,0.017158401339192,728119,40084,688035,0.055051440767237,13267,1968,11299,0.145,3000689,2117046,1405753,0.705519965581238,0.468476739842083,-0.17631,0.25153,-0.14276,0.24108,-0.19229,0.24684,-0.13531,0.25143,-0.19462,0.24812,-0.22851,0.27627
5/9/2021,2476,55,2421,0.02221324717286,728231,40092,688139,0.055053959526579,9872,2004,7868,0.158,3000689,2126998,1415570,0.708836537208621,0.471748321802093,-0.20672,0.26741,-0.19686,0.25983,-0.24187,0.27048,-0.19488,0.27135,-0.25566,0.27358,-0.29273,0.24596
5/10/2021,2229,33,2196,0.014804845222073,728257,40092,688165,0.05505199400761,9997,1711,8286,0.169,3000689,2158740,1445880,0.719414774406811,0.481849335269333,-0.16044,0.23694,-0.15742,0.23208,-0.17516,0.23713,-0.17982,0.24847,-0.21077,0.23571,0.06697,0.25654
5/11/2021,4787,79,4708,0.016503029036975,728278,40097,688181,0.05505727208566,11689,1640,10049,0.172,3000689,2183820,1461820,0.72777285483434,0.487161448587308,-0.16484,0.24655,-0.13892,0.24228,-0.16926,0.24219,-0.16073,0.25265,-0.1855,0.23892,-0.13732,0.27474
5/12/2021,4458,68,4390,0.015253476895469,728342,40099,688243,0.055055180121427,11757,1730,10027,0.164,3000689,2188152,1469582,0.729216523271822,0.489748187832861,-0.25471,0.28004,-0.18311,0.27013,-0.20172,0.27342,-0.17741,0.28284,-0.16154,0.27307,-0.2284,0.24664
5/13/2021,2520,68,2452,0.026984126984127,728427,40111,688316,0.055065229597475,6121,923,5198,0.132,3000689,2188367,1469783,0.729288173482823,0.489815172448728,-0.12602,0.21807,-0.10622,0.23048,-0.12096,0.22761,-0.10961,0.24089,-0.08184,0.23846,0.01427,0.17106
5/14/2021,1430,38,1392,0.026573426573427,728442,40116,688326,0.055070959664599,6056,912,5144,0.166,3000689,2188619,1470037,0.729372154195253,0.489899819674748,-0.17223,0.25583,-0.13713,0.25874,-0.18194,0.26176,-0.14519,0.27353,-0.13776,0.27156,0.13369,0.166
5/15/2021,1391,50,1341,0.035945363048167,728451,40117,688334,0.055071652039739,6760,969,5791,0.143,3000689,2191387,1477896,0.730294609004799,0.492518884829451,-0.12624,0.24998,-0.10833,0.25197,-0.15578,0.24836,-0.13606,0.26918,-0.14797,0.26287,0.42558,0.1532
5/16/2021,3414,86,3328,0.025190392501465,728470,40119,688351,0.055072961137727,6230,930,5300,0.112,3000689,2195927,1483715,0.731807594855715,0.494458106121627,-0.15233,0.26867,-0.15476,0.26685,-0.18034,0.26601,-0.16377,0.28198,-0.19095,0.27372,0.30887,0.14308
5/17/2021,2735,45,2690,0.016453382084095,728475,40119,688356,0.055072583136003,11350,1400,9950,0.121,3000689,2205537,1510084,0.735010192659086,0.50324575455837,-0.225,0.25298,-0.19399,0.24284,-0.24172,0.25376,-0.21021,0.25798,-0.23908,0.24417,0.22608,0.2066
5/18/2021,5102,68,5034,0.013328106624853,728525,40121,688404,0.055071548677122,10705,941,9764,0.167,3000689,2223752,1540685,0.741080465186495,0.513443745753059,-0.20412,0.25901,-0.17858,0.25212,-0.22415,0.26038,-0.19155,0.26052,-0.23384,0.25324,-0.03882,0.23486
5/19/2021,7094,114,6980,0.016069918240767,728625,40141,688484,0.055091439354949,10651,1895,8756,0.155,3000689,2247986,1566783,0.749156610365153,0.52214108159826,-0.16307,0.25331,-0.09895,0.23978,-0.15069,0.25406,-0.09486,0.25293,-0.108,0.23953,-0.01382,0.22624
5/20/2021,7161,76,7085,0.010613042871107,728699,40161,688538,0.055113290947291,10473,1646,8827,0.106,3000689,2275325,1599233,0.758267517893391,0.532955264607562,-0.16931,0.25524,-0.12154,0.24236,-0.16889,0.25776,-0.11129,0.25155,-0.13318,0.23917,0.16943,0.22766
5/21/2021,7614,83,7531,0.01090097189388,728742,40173,688569,0.055126505676906,20379,2184,18195,0.103,3000689,2302898,1627315,0.767456407511742,0.542313781934749,-0.19291,0.26532,-0.14403,0.24637,-0.20063,0.26981,-0.13412,0.25363,-0.14981,0.24043,0.07499,0.23996
5/22/2021,9912,114,9798,0.011501210653753,728892,40178,688714,0.055122020820643,16501,1834,14667,0.108,3000689,2316046,1644686,0.771838067857082,0.548102785726878,-0.16743,0.2704,-0.12882,0.25071,-0.1648,0.26088,-0.11202,0.25543,-0.14921,0.24805,-0.05639,0.24816
5/23/2021,10340,136,10204,0.013152804642166,729047,40187,688860,0.055122646413743,10895,974,9921,0.087,3000689,2324594,1656848,0.774686746943785,0.552155854871998,-0.1669,0.27794,-0.15625,0.26512,-0.18695,0.27337,-0.15926,0.27976,-0.18025,0.26744,-0.06394,0.20703
5/24/2021,10910,126,10784,0.011549037580202,729052,40187,688865,0.055122268370432,13737,1893,11844,0.134,3000689,2329514,1663767,0.776326370376937,0.554461658639066,-0.19141,0.25142,-0.15761,0.23618,-0.21437,0.25777,-0.17575,0.2472,-0.20275,0.23233,0.14184,0.25984
5/25/2021,7941,88,7853,0.011081727742098,729081,40192,688889,0.055126933770048,19669,2215,17454,0.11,3000689,2373232,1704615,0.79089569095631,0.568074532215768,-0.16468,0.25316,-0.13065,0.24306,-0.17907,0.25182,-0.15617,0.25272,-0.18471,0.2376,-0.17467,0.22789
5/26/2021,6007,77,5930,0.012818378558349,729184,40200,688984,0.055130118049765,11620,1189,10431,0.102,3000689,2398089,1732164,0.799179455118474,0.57725542367103,-0.20904,0.27804,-0.18141,0.27641,-0.15665,0.27169,-0.1591,0.28362,-0.14187,0.26431,-0.02738,0.29064
5/27/2021,7267,75,7192,0.010320627494152,729266,40200,689066,0.055123919118676,13241,1595,11646,0.121,3000689,2429534,1770292,0.809658715048444,0.589961838764364,-0.1651,0.25343,-0.11431,0.24144,-0.16322,0.25489,-0.11356,0.25228,-0.12885,0.23711,-0.11375,0.25652
5/28/2021,8572,148,8424,0.017265515632291,729275,40200,689075,0.055123238833088,18817,2425,16392,0.128,3000689,2432537,1773251,0.810659485204898,0.590947945621822,-0.16508,0.25355,-0.12072,0.24316,-0.163,0.25189,-0.113,0.25021,-0.13562,0.23564,-0.18616,0.23429
5/29/2021,4967,74,4893,0.01489832897121,729320,40203,689117,0.055123951077716,15193,1890,13303,0.119,3000689,2432537,1773251,0.810659485204898,0.590947945621822,-0.16187,0.27507,-0.13337,0.25748,-0.18395,0.27703,-0.11585,0.26605,-0.1479,0.25221,-0.07705,0.26323
5/30/2021,7567,88,7479,0.011629443636844,729413,40228,689185,0.05515119692136,11265,1157,10108,0.124,3000689,2432561,1775331,0.810667483367986,0.591641119756163,-0.156,0.27049,-0.16877,0.2657,-0.1822,0.2696,-0.16537,0.27821,-0.19013,0.26632,-0.14776,0.24503
5/31/2021,3394,55,3339,0.016205067766647,729449,40236,689213,0.055159442263955,15974,2207,13767,0.138,3000689,2519794,1797154,0.839738473397276,0.598913782801217,-0.17115,0.24905,-0.1353,0.23095,-0.20004,0.25435,-0.15508,0.24323,-0.19889,0.23322,0.03322,0.26945
6/1/2021,7380,105,7275,0.014227642276423,729456,40237,689219,0.055160283827949,10325,1303,9022,0.126,3000689,2519921,1804342,0.839780797010287,0.601309232646236,-0.25231,0.28816,-0.21752,0.27617,-0.24024,0.2795,-0.23059,0.283,-0.25641,0.2769,-0.15352,0.29643
6/2/2021,5217,84,5133,0.016101207590569,729560,40256,689304,0.055178463731564,14377,2204,12173,0.153,3000689,2520101,1829911,0.839840783233451,0.609830275646693,-0.14394,0.25256,-0.07346,0.2346,-0.13891,0.25933,-0.08455,0.24747,-0.1059,0.23749,-0.19193,0.26238
6/3/2021,7644,156,7488,0.020408163265306,729562,40257,689305,0.055179683152357,20055,2966,17089,0.148,3000689,2534146,1834501,0.844521374924226,0.611359924337377,-0.15215,0.25044,-0.10278,0.23938,-0.15074,0.25359,-0.10014,0.24814,-0.13062,0.24125,0.11158,0.25026
6/4/2021,6574,144,6430,0.021904472163067,729607,40262,689345,0.055183132837267,14603,2062,12541,0.141,3000689,2575984,1841626,0.85846417272833,0.613734379004289,-0.16057,0.25092,-0.11918,0.24341,-0.16851,0.25551,-0.11678,0.24924,-0.13024,0.23565,-0.18116,0.30574
6/5/2021,6518,170,6348,0.026081620128874,729688,40268,689420,0.055185229851663,13465,2651,10814,0.197,3000689,2583609,1841757,0.861005255792919,0.61377803564448,-0.11102,0.24707,-0.08551,0.2359,-0.13053,0.24804,-0.08083,0.24846,-0.1126,0.23677,-0.09807,0.26059
6/6/2021,4786,151,4635,0.031550355202675,729823,40286,689537,0.055199685403173,8921,1340,7581,0.15,3000689,2585466,1841775,0.861624113661896,0.613784034266797,-0.137,0.26605,-0.14125,0.25891,-0.16819,0.26527,-0.14483,0.27501,-0.17888,0.26038,-0.16144,0.231
6/7/2021,3300,103,3197,0.031212121212121,729839,40291,689548,0.055205326106169,12963,2629,10334,0.203,3000689,2607761,1845698,0.869054073914358,0.615091400674978,-0.19721,0.25452,-0.16039,0.23842,-0.21945,0.25507,-0.18699,0.25067,-0.23193,0.23795,-0.13925,0.27528
6/8/2021,7677,233,7444,0.030350397290608,729854,40291,689563,0.055204191523236,15900,3553,12347,0.223,3000689,2680631,1845698,0.893338496591949,0.615091400674978,-0.20063,0.26209,-0.16676,0.24828,-0.22416,0.26223,-0.18322,0.25501,-0.23417,0.24719,-0.15563,0.24981
6/9/2021,6132,237,5895,0.038649706457926,729874,40293,689581,0.055205419017529,17241,3852,13389,0.223,3000689,2728441,1845698,0.90927150397792,0.615091400674978,-0.17572,0.26123,-0.12553,0.24803,-0.16925,0.26267,-0.11553,0.25617,-0.13526,0.24603,-0.08973,0.24881
6/10/2021,5396,230,5166,0.042624166048925,729902,40294,689608,0.055204671312039,17606,4176,13430,0.237,3000689,2790253,1858410,0.929870773012465,0.619327761057544,-0.18228,0.25966,-0.14021,0.24984,-0.19096,0.2655,-0.13855,0.2552,-0.15951,0.24385,0.09796,0.22104
6/11/2021,6226,216,6010,0.034693221972374,729929,40294,689635,0.055202629296822,17340,4560,12780,0.263,3000689,2872171,1861571,0.957170503174438,0.620381185787664,-0.1907,0.2626,-0.15024,0.24951,-0.19424,0.26181,-0.14138,0.25548,-0.17369,0.2446,-0.09448,0.28435
6/12/2021,5489,310,5179,0.056476589542722,729948,40298,689650,0.055206672256106,16218,4455,11763,0.275,3000689,2880882,1861918,0.960073503118784,0.620496825895653,-0.15453,0.25721,-0.13319,0.24464,-0.17138,0.25765,-0.13631,0.25955,-0.16009,0.24534,-0.0994,0.25539
6/13/2021,3607,249,3358,0.069032436928195,730040,40306,689734,0.05521067338776,10133,2384,7749,0.235,3000689,2880926,1861955,0.960088166417779,0.620509156397081,-0.18296,0.27852,-0.18022,0.26745,-0.21179,0.27649,-0.18119,0.28446,-0.21806,0.27548,-0.19017,0.24294
6/14/2021,2978,201,2777,0.067494963062458,730050,40306,689744,0.055209917128964,14135,4417,9718,0.312,3000689,2965825,1867142,0.988381335086709,0.622237759394592,-0.20603,0.25416,-0.17771,0.23738,-0.23646,0.25811,-0.20023,0.25379,-0.24397,0.24161,-0.06696,0.24718
6/15/2021,5632,428,5204,0.075994318181818,730057,40306,689751,0.055209387760134,21531,7283,14248,0.338,3000689,3041573,1871327,1.01362487082133,0.623632439083157,-0.2341,0.2758,-0.19571,0.25572,-0.2642,0.27932,-0.21697,0.26509,-0.25426,0.25103,-0.15071,0.30517
6/16/2021,2595,197,2398,0.075915221579962,730079,40311,689768,0.055214572669533,24032,7730,16302,0.322,3000689,3131651,1875171,1.04364397643341,0.624913478204506,-0.20786,0.27282,-0.16337,0.25764,-0.20299,0.27188,-0.1443,0.26612,-0.18455,0.25774,-0.28119,0.26227
6/17/2021,4912,370,4542,0.075325732899023,730173,40328,689845,0.055230746686059,24183,8222,15961,0.34,3000689,3131651,1875171,1.04364397643341,0.624913478204506,-0.22568,0.28053,-0.1882,0.26476,-0.23073,0.27998,-0.16787,0.27002,-0.20628,0.25856,-0.07121,0.28035
6/18/2021,4554,455,4099,0.099912165129557,730258,40351,689907,0.05525581369872,24029,8346,15683,0.347,8815157,3239251,1880997,0.367463789924558,0.213382132615449,-0.25101,0.28825,-0.20562,0.26767,-0.25662,0.28377,-0.19032,0.27442,-0.22892,0.26417,-0.22453,0.27547
6/19/2021,4808,434,4374,0.090266222961731,730334,40362,689972,0.055265125271451,18093,7381,10712,0.408,8815157,3344254,1886323,0.379375432564616,0.213986319245363,-0.2795,0.30911,-0.23337,0.28233,-0.28323,0.29696,-0.24257,0.30776,-0.27032,0.29168,-0.28735,0.35679
6/20/2021,4635,534,4101,0.115210355987055,730403,40369,690034,0.055269488214041,15343,5018,10325,0.327,8815157,3384704,1886757,0.383964119981073,0.214035552628274,-0.3113,0.33206,-0.30442,0.31474,-0.3358,0.32929,-0.30345,0.32949,-0.3273,0.31555,-0.23214,0.26973
6/21/2021,2851,314,2537,0.110136794107331,730437,40372,690065,0.055271022689157,21086,8291,12795,0.393,8815157,3399845,1887255,0.385681729775204,0.21409204623355,-0.28894,0.28971,-0.25954,0.27349,-0.32413,0.29671,-0.26402,0.278,-0.31342,0.26841,-0.08675,0.28759
6/22/2021,4440,597,3843,0.134459459459459,730452,40377,690075,0.055276732762728,28071,11787,16284,0.42,8815157,3513012,1891658,0.398519504530662,0.214591526844048,-0.28572,0.29096,-0.25568,0.27815,-0.31607,0.29417,-0.26492,0.28137,-0.31826,0.27716,-0.2323,0.27715
6/23/2021,4136,725,3411,0.175290135396518,730502,40383,690119,0.055281162816803,26497,10898,15599,0.411,8815157,3593159,1894808,0.407611458309818,0.214948865913562,-0.27275,0.29265,-0.23122,0.28418,-0.28239,0.29895,-0.20864,0.28723,-0.2437,0.28129,-0.1683,0.29195
6/24/2021,5053,776,4277,0.15357213536513,730531,40391,690140,0.055289919250518,29196,12364,16832,0.423,8815157,3753451,1898567,0.42579513898618,0.215375290536516,-0.27979,0.29931,-0.24845,0.28858,-0.30053,0.30372,-0.22824,0.29352,-0.27289,0.28493,-0.19075,0.33434
6/25/2021,4397,739,3658,0.16806913804867,730623,40405,690218,0.05530211887663,31858,14904,16954,0.468,8815157,3884096,1902333,0.440615635093056,0.21580250924629,-0.28147,0.29476,-0.24853,0.28798,-0.29946,0.30189,-0.22866,0.28906,-0.27284,0.28395,-0.30525,0.32286
6/26/2021,4093,717,3376,0.175177131688248,730655,40406,690249,0.055301065482341,28287,12832,15455,0.454,8815157,4018256,1907281,0.45583487622512,0.216363815187863,-0.29993,0.31436,-0.26743,0.30201,-0.32764,0.31597,-0.24721,0.30822,-0.28794,0.29849,-0.33369,0.33032
6/27/2021,3701,728,2973,0.196703593623345,730686,40409,690277,0.055302825016491,25003,11005,13998,0.44,8815157,4077736,1911230,0.46258234538534,0.216811793595962,-0.35,0.35331,-0.35941,0.35187,-0.38841,0.35772,-0.34525,0.35704,-0.37288,0.34823,-0.20363,0.30558
