Tanggal,jumlah_test_antigen_harian,jumlah_antigen_positif,jumlah_antigen_negatif,positivity_rate_harian_antigen,jumlah_test_antibody_harian,jumlah_antibody_Reaktif,jumlah_antibody_non_reaktif,positivity_rate_harian_antibody,jumlah_test_pcr_harian,jumlah_pcr_Positif,jumlah_pcr_negatif,positivity_rate_harian_pcr,target_vaksinasi,penyuntikan_dosis_1,penyuntikan_dosis_2,persentase_penyuntikan_dosis_1,persentase_penyuntikan_dosis_2,all_day_bing_tiles_visited_relative_change_jakarta_timur,all_day_ratio_single_tile_users_jakarta_timur,all_day_bing_tiles_visited_relative_change_jakarta_barat,all_day_ratio_single_tile_users_jakarta_barat,all_day_bing_tiles_visited_relative_change_jakarta_selatan,all_day_ratio_single_tile_users_jakarta_selatan,all_day_bing_tiles_visited_relative_change_jakarta_utara,all_day_ratio_single_tile_users_jakarta_utara ,all_day_bing_tiles_visited_relative_change_jakarta_pusat,all_day_ratio_single_tile_users_jakarta_pusat,all_day_bing_tiles_visited_relative_change_kep_seribu,all_day_ratio_single_tile_users_kep_seribu
1/1/2021,1192,76,1116,0.063758389261745,651405,33239,618166,0.05102662705997,9703,3273,6430,0.336,0,0,0,0,0,-0.37738,0.32095,-0.29621,0.29898,-0.36858,0.32475,-0.30181,0.30837,-0.29559,0.30393,0.13986,0.20462
1/2/2021,0,0,0,0,651505,33239,618266,0.051018794944014,15322,5195,10127,0.336,0,0,0,0,0,-0.28029,0.28389,-0.24842,0.27435,-0.30461,0.28693,-0.25514,0.28756,-0.29264,0.28029,0.22172,0.19466
1/3/2021,607,24,583,0.039538714991763,651605,33239,618366,0.051010965232004,12473,4153,8320,0.328,0,0,0,0,0,-0.27374,0.30815,-0.2511,0.29281,-0.30515,0.30915,-0.2536,0.30807,-0.29944,0.30104,0.10755,0.19465
1/4/2021,0,0,0,0,651705,33239,618466,0.051003137922833,21065,6074,14991,0.287,0,0,0,0,0,-0.25261,0.26482,-0.21586,0.24688,-0.28455,0.26983,-0.23306,0.26092,-0.27278,0.24977,0.19616,0.25198
1/5/2021,0,0,0,0,713443,37852,675591,0.053055394754732,21799,6628,15171,0.301,0,0,0,0,0,-0.25719,0.2716,-0.22927,0.25977,-0.28973,0.2765,-0.23911,0.26878,-0.28885,0.25899,-0.18983,0.28636
1/6/2021,0,0,0,0,713443,37852,675591,0.053055394754732,24637,7354,17283,0.297,0,0,0,0,0,-0.23393,0.27254,-0.17552,0.25842,-0.23768,0.27746,-0.16099,0.26693,-0.19895,0.25948,-0.1208,0.27144
1/7/2021,0,0,0,0,713443,37852,675591,0.053055394754732,22622,7163,15459,0.314,0,0,0,0,0,-0.24713,0.28785,-0.20392,0.27057,-0.25637,0.2879,-0.19837,0.28156,-0.24509,0.27486,-0.14642,0.29504
1/8/2021,1032,107,925,0.103682170542636,713443,37852,675591,0.053055394754732,23062,7184,15878,0.309,0,0,0,0,0,-0.24907,0.27479,-0.20596,0.2603,-0.26143,0.27847,-0.20037,0.27184,-0.24097,0.26106,-0.31991,0.27706
1/9/2021,0,0,0,0,713443,37852,675591,0.053055394754732,19890,6416,13474,0.322,0,0,0,0,0,-0.2713,0.30194,-0.25427,0.28499,-0.288,0.29738,-0.24058,0.29701,-0.27785,0.28573,-0.22291,0.27043
1/10/2021,0,0,0,0,713443,37852,675591,0.053055394754732,12390,4380,8010,0.351,0,0,0,0,0,-0.25955,0.29919,-0.26699,0.29287,-0.28515,0.29857,-0.26119,0.30417,-0.29437,0.29397,-0.16773,0.25018
1/11/2021,0,0,0,0,713443,37852,675591,0.053055394754732,17884,5609,12275,0.312,0,0,0,0,0,-0.26836,0.27153,-0.23644,0.25197,-0.29718,0.27732,-0.25261,0.26673,-0.30218,0.25904,0.00407,0.26928
1/12/2021,427,40,387,0.09367681498829,713443,37852,675591,0.053055394754732,19662,5787,13875,0.296,0,0,0,0,0,-0.28097,0.286,-0.25873,0.27373,-0.32126,0.29396,-0.26626,0.28147,-0.32988,0.27891,-0.25779,0.26801
1/13/2021,612,50,562,0.081699346405229,713443,37852,675591,0.053055394754732,22305,6839,15466,0.305,0,0,0,0,0,-0.25677,0.27972,-0.20678,0.2643,-0.27338,0.29006,-0.19633,0.27723,-0.23967,0.26823,-0.31282,0.28532
1/14/2021,946,102,844,0.107822410147992,713443,37852,675591,0.053055394754732,23897,8169,15728,0.34,0,0,0,0,0,-0.2894,0.28523,-0.24439,0.26963,-0.28863,0.2851,-0.23053,0.27715,-0.2753,0.27076,-0.12926,0.30107
1/15/2021,583,64,519,0.109777015437393,713443,37852,675591,0.053055394754732,25602,7679,17923,0.3,0,0,0,0,0,-0.30048,0.28333,-0.26062,0.26609,-0.30209,0.28033,-0.25412,0.27524,-0.28539,0.268,-0.20527,0.30323
1/16/2021,517,47,470,0.090909090909091,713443,37852,675591,0.053055394754732,20260,6842,13418,0.335,0,0,0,0,0,-0.29486,0.28816,-0.26258,0.26786,-0.31503,0.28601,-0.25464,0.28035,-0.29331,0.27377,-0.2068,0.28606
1/17/2021,642,48,594,0.074766355140187,713443,37852,675591,0.053055394754732,14991,5254,9737,0.35,0,0,0,0,0,-0.29935,0.30093,-0.2928,0.28827,-0.33458,0.30599,-0.29727,0.30467,-0.32799,0.29999,-0.14409,0.27326
1/18/2021,329,43,286,0.130699088145897,713443,37852,675591,0.053055394754732,23667,7974,15693,0.338,0,0,0,0,0,-0.31829,0.28686,-0.29136,0.26701,-0.35341,0.29496,-0.29995,0.27865,-0.35642,0.2768,-0.23184,0.32676
1/19/2021,126,9,117,0.071428571428572,713443,37852,675591,0.053055394754732,23628,7273,16355,0.305,0,0,0,0,0,-0.3125,0.28591,-0.28473,0.27474,-0.34757,0.29867,-0.29068,0.2749,-0.34689,0.27593,-0.29649,0.29574
1/20/2021,599,57,542,0.095158597662771,713443,37852,675591,0.053055394754732,25681,7942,17739,0.307,0,0,0,0,0,-0.28974,0.28591,-0.24501,0.2756,-0.30348,0.29997,-0.22109,0.27454,-0.2599,0.27487,-0.34517,0.33542
1/21/2021,677,60,617,0.088626292466765,713443,37852,675591,0.053055394754732,26971,8889,18082,0.328,0,0,0,0,0,-0.30191,0.29551,-0.24867,0.27497,-0.30643,0.30234,-0.24627,0.28509,-0.28022,0.27927,-0.29059,0.29142
1/22/2021,562,50,512,0.088967971530249,713443,37852,675591,0.053055394754732,25936,8708,17228,0.334,0,0,0,0,0,-0.28809,0.27867,-0.24993,0.26671,-0.30377,0.29078,-0.23205,0.26976,-0.27267,0.26474,-0.25701,0.29985
1/23/2021,277,29,248,0.104693140794224,713443,37852,675591,0.053055394754732,21451,7621,13830,0.352,0,0,0,0,0,-0.27994,0.28289,-0.24831,0.26659,-0.3026,0.28833,-0.23599,0.27914,-0.28695,0.27779,-0.19606,0.30513
1/24/2021,526,47,479,0.0893536121673,713443,37852,675591,0.053055394754732,19348,6040,13308,0.311,0,0,0,0,0,-0.38384,0.3539,-0.39421,0.347,-0.40041,0.35147,-0.40168,0.37248,-0.42496,0.35989,-0.38221,0.36058
1/25/2021,114,9,105,0.078947368421053,713443,37852,675591,0.053055394754732,20197,6831,13366,0.338,0,0,0,0,0,-0.29304,0.27377,-0.26275,0.26092,-0.33044,0.28978,-0.27682,0.26905,-0.33036,0.26382,-0.09587,0.26958
1/26/2021,326,18,308,0.05521472392638,713443,37852,675591,0.053055394754732,21556,6146,15410,0.284,0,0,0,0,0,-0.28462,0.27713,-0.26446,0.26827,-0.31924,0.2883,-0.27054,0.27698,-0.33014,0.27037,-0.04231,0.32332
1/27/2021,891,50,841,0.05611672278339,713443,37852,675591,0.053055394754732,24620,7222,17398,0.293,0,0,0,0,0,-0.26869,0.27991,-0.23973,0.27986,-0.27276,0.29267,-0.20823,0.28116,-0.25333,0.27737,-0.24569,0.3184
1/28/2021,981,47,934,0.047910295616718,713443,37852,675591,0.053055394754732,24617,6443,18174,0.262,0,0,0,0,0,-0.26119,0.28098,-0.23092,0.27424,-0.27536,0.29173,-0.21887,0.28295,-0.2509,0.27053,-0.18805,0.31428
1/29/2021,1375,104,1271,0.075636363636364,713865,37997,675868,0.053227150791816,23326,6774,16552,0.289,0,0,0,0,0,-0.27797,0.28905,-0.24012,0.27389,-0.28515,0.29622,-0.22406,0.27976,-0.26311,0.27303,-0.30854,0.33833
1/30/2021,753,58,695,0.077025232403719,713865,37997,675868,0.053227150791816,20888,6207,14681,0.294,0,0,0,0,0,-0.25473,0.28667,-0.22257,0.2724,-0.27696,0.2949,-0.21296,0.28377,-0.26137,0.27804,-0.38773,0.32956
1/31/2021,951,60,891,0.063091482649842,713865,37997,675868,0.053227150791816,12494,4101,8393,0.327,0,0,0,0,0,-0.27298,0.30042,-0.27041,0.28695,-0.29747,0.30096,-0.27795,0.30574,-0.31134,0.30038,-0.29954,0.29657
2/1/2021,296,21,275,0.070945945945946,713865,37997,675868,0.053227150791816,18852,5389,13463,0.285,0,0,0,0,0,-0.26841,0.26694,-0.23505,0.25621,-0.29836,0.27897,-0.25013,0.26562,-0.29793,0.25825,-0.04154,0.2998
2/2/2021,214,12,202,0.05607476635514,714710,38223,676487,0.053480432623022,21193,6480,14713,0.308,0,0,0,0,0,-0.26265,0.27233,-0.22825,0.26041,-0.28964,0.2792,-0.24331,0.26729,-0.29612,0.25998,-0.33257,0.30566
2/3/2021,608,38,570,0.0625,714710,38223,676487,0.053480432623022,21030,5793,15237,0.278,0,0,0,0,0,-0.25333,0.28734,-0.20669,0.27883,-0.25059,0.29258,-0.19307,0.2888,-0.23084,0.2767,-0.22851,0.299
2/4/2021,1024,52,972,0.05078125,714710,38223,676487,0.053480432623022,22522,6344,16178,0.283,0,0,0,0,0,-0.26262,0.2903,-0.22579,0.28008,-0.27356,0.29786,-0.21104,0.28301,-0.25451,0.28041,-0.15219,0.32349
2/5/2021,756,161,595,0.212962962962963,714710,38223,676487,0.053480432623022,19958,5312,14646,0.264,0,0,0,0,0,-0.24697,0.27639,-0.20171,0.26455,-0.25532,0.28331,-0.20262,0.27374,-0.23438,0.25994,-0.19992,0.28681
2/6/2021,796,42,754,0.052763819095477,714710,38223,676487,0.053480432623022,20412,5505,14907,0.272,0,0,0,0,0,-0.23361,0.27681,-0.18955,0.25981,-0.25124,0.28267,-0.19243,0.27276,-0.23343,0.26451,-0.33841,0.29337
2/7/2021,901,36,865,0.039955604883463,715766,38370,677396,0.053606905049975,11720,3182,8538,0.278,0,0,0,0,0,-0.30273,0.31904,-0.28808,0.30244,-0.32776,0.31916,-0.2954,0.32141,-0.32299,0.31155,-0.40467,0.27531
2/8/2021,653,45,608,0.068912710566616,716288,38464,677824,0.053699070764832,18461,4167,14294,0.226,0,0,0,0,0,-0.27916,0.28779,-0.22968,0.26819,-0.30196,0.29422,-0.2597,0.28093,-0.30782,0.27222,-0.11948,0.27853
2/9/2021,0,0,0,0,716289,38464,677825,0.05369899579639,20777,5508,15269,0.267,0,0,0,0,0,-0.26819,0.28714,-0.21126,0.27076,-0.29427,0.29282,-0.23857,0.27776,-0.29227,0.2704,-0.07368,0.30911
2/10/2021,492,28,464,0.056910569105691,716407,38471,677936,0.053699921971728,19727,5252,14475,0.267,0,0,0,0,0,-0.24963,0.27747,-0.16287,0.26106,-0.23947,0.28477,-0.16309,0.2701,-0.20266,0.263,-0.22251,0.29546
2/11/2021,736,46,690,0.0625,716592,38508,678084,0.053737691740907,19907,5026,14881,0.253,0,0,0,0,0,-0.19765,0.2737,-0.10696,0.25674,-0.19642,0.27791,-0.11219,0.26471,-0.15091,0.25638,-0.01872,0.30548
2/12/2021,1170,54,1116,0.046153846153846,716734,38524,678210,0.053749368663967,13180,3781,9399,0.289,0,0,0,0,0,-0.32908,0.30734,-0.3001,0.29864,-0.32489,0.30671,-0.27726,0.30911,-0.28735,0.29941,-0.32391,0.2945
2/13/2021,1193,53,1140,0.044425817267393,716858,38548,678310,0.053773550689258,16295,4795,11500,0.291,0,0,0,0,0,-0.28257,0.29026,-0.25875,0.27645,-0.30459,0.29422,-0.26332,0.29388,-0.28431,0.28369,-0.2242,0.31159
2/14/2021,158,17,141,0.107594936708861,716905,38554,678351,0.053778394626903,9926,2727,7199,0.281,0,0,0,0,0,-0.29022,0.31277,-0.26747,0.29135,-0.30759,0.30598,-0.29746,0.32462,-0.30742,0.30285,-0.23966,0.29508
2/15/2021,839,67,772,0.079856972586412,717091,38581,678510,0.053802097641722,13627,3461,10166,0.254,0,0,0,0,0,-0.26668,0.27857,-0.22403,0.26106,-0.29804,0.28245,-0.26013,0.27935,-0.29792,0.26278,0.07085,0.28193
2/16/2021,314,21,293,0.06687898089172,717180,38592,678588,0.053810758805321,11632,3253,8379,0.281,0,0,0,0,0,-0.29717,0.30652,-0.29494,0.30683,-0.32023,0.30458,-0.29938,0.31199,-0.33772,0.29326,-0.09434,0.29218
2/17/2021,1089,73,1016,0.067033976124885,717713,38713,679000,0.053939388028362,13642,4172,9470,0.306,0,0,0,0,0,-0.23537,0.27877,-0.1893,0.26791,-0.24179,0.28567,-0.1712,0.27478,-0.20786,0.26378,-0.21001,0.29723
2/18/2021,1293,69,1224,0.053364269141531,717964,38739,679225,0.053956744349299,19480,5143,14337,0.265,0,0,0,0,0,-0.29665,0.31144,-0.25125,0.29011,-0.30587,0.31846,-0.24014,0.29988,-0.27891,0.29201,0.00825,0.2864
2/19/2021,1282,56,1226,0.043681747269891,718169,38770,679399,0.05398450782476,14293,3917,10376,0.274,0,0,0,0,0,-0.27651,0.29554,-0.21979,0.27099,-0.27793,0.29531,-0.219,0.28267,-0.25032,0.26857,-0.31755,0.3077
2/20/2021,1327,85,1242,0.06405425772419,718432,38803,679629,0.054010678811634,15717,4011,11706,0.253,0,0,0,0,0,-0.31019,0.31113,-0.26385,0.28223,-0.33514,0.31009,-0.23542,0.2878,-0.27506,0.27862,-0.36227,0.23925
2/21/2021,673,32,641,0.047548291233284,718556,38817,679739,0.054020841799387,9897,2274,7623,0.23,0,0,0,0,0,-0.31375,0.31214,-0.32026,0.30316,-0.353,0.31401,-0.30237,0.3134,-0.33207,0.30319,-0.27767,0.23644
2/22/2021,366,17,349,0.046448087431694,718682,38827,679855,0.054025285174806,14844,4027,10817,0.272,0,0,0,0,0,-0.27565,0.27456,-0.24981,0.25628,-0.30361,0.27962,-0.26968,0.27021,-0.30954,0.25726,-0.06784,0.28907
2/23/2021,245,27,218,0.110204081632653,718772,38835,679937,0.054029650570696,18185,4964,13221,0.272,0,0,0,0,0,-0.28896,0.29076,-0.24979,0.26825,-0.30859,0.29117,-0.27982,0.28168,-0.31681,0.27024,-0.24739,0.28797
2/24/2021,1096,61,1035,0.055656934306569,719025,38876,680149,0.054067661068809,18340,4720,13620,0.254,0,0,0,0,0,-0.26464,0.28918,-0.23269,0.28077,-0.2663,0.29368,-0.21294,0.28747,-0.24825,0.2761,-0.27918,0.32328
2/25/2021,946,45,901,0.047568710359408,719198,38895,680303,0.054081073640361,16238,3802,12436,0.231,0,0,0,0,0,-0.24612,0.28324,-0.20824,0.27039,-0.25217,0.28664,-0.20592,0.28023,-0.23254,0.26308,-0.07654,0.28438
2/26/2021,1798,71,1727,0.039488320355951,719334,38904,680430,0.054083360441742,16184,4196,11988,0.257,0,0,0,0,0,-0.23051,0.26955,-0.19117,0.25688,-0.2393,0.27256,-0.19571,0.26915,-0.21967,0.252,-0.21072,0.25583
2/27/2021,633,34,599,0.053712480252765,719408,38920,680488,0.054100037808865,14775,4068,10707,0.272,0,0,0,0,0,-0.18316,0.26131,-0.16656,0.24737,-0.2043,0.26138,-0.15598,0.26398,-0.18748,0.24994,-0.21732,0.28105
2/28/2021,1871,71,1800,0.037947621592731,719527,38935,680592,0.054111937425559,9828,2487,7341,0.253,0,0,0,0,0,-0.2128,0.27986,-0.2095,0.26986,-0.24158,0.28247,-0.21182,0.28601,-0.24081,0.2752,-0.08678,0.24921
3/1/2021,1470,65,1405,0.04421768707483,719606,38943,680663,0.054117114087431,13533,2884,10649,0.213,0,0,0,0,0,-0.25303,0.26946,-0.2324,0.25276,-0.2812,0.27467,-0.24922,0.26741,-0.29175,0.25246,-0.09754,0.29149
3/2/2021,496,54,442,0.108870967741935,719671,38945,680726,0.054115005328824,25673,6521,19152,0.252,0,0,0,0,0,-0.25287,0.27966,-0.22815,0.26256,-0.27464,0.27699,-0.24964,0.27676,-0.28805,0.26139,-0.14781,0.28137
3/3/2021,1659,66,1593,0.039783001808318,719885,38968,680917,0.05413086812477,17590,3883,13707,0.216,0,0,0,0,0,-0.21461,0.26802,-0.17773,0.25945,-0.21235,0.27333,-0.16635,0.26698,-0.19648,0.25684,-0.02228,0.27213
3/4/2021,1378,58,1320,0.042089985486212,720081,38992,681089,0.054149463740885,15761,3477,12284,0.221,0,0,0,0,0,-0.23325,0.27816,-0.19729,0.26318,-0.23651,0.28184,-0.19056,0.27272,-0.21221,0.25958,-0.11429,0.25136
3/5/2021,1297,49,1248,0.037779491133385,720872,39139,681733,0.054293966196495,11875,3639,8236,0.311,3000689,281997,91078,0.093977416520006,0.030352362407434,-0.24313,0.27905,-0.21036,0.266,-0.25252,0.28144,-0.20892,0.27265,-0.22917,0.25693,-0.23358,0.30269
3/6/2021,1425,60,1365,0.042105263157895,721017,39184,681833,0.054345459261016,10327,3116,7211,0.304,3000689,289951,91379,0.096628141070268,0.030452672702836,-0.18977,0.26752,-0.17066,0.25632,-0.20085,0.26281,-0.18669,0.27469,-0.20637,0.25847,-0.23107,0.29563
3/7/2021,1371,97,1274,0.070751276440554,721144,39202,681942,0.054360848873457,5460,1356,4104,0.252,3000689,334506,93974,0.111476397587354,0.031317474086785,-0.22613,0.2914,-0.22837,0.28031,-0.2597,0.29382,-0.24172,0.29895,-0.25744,0.28693,-0.15044,0.25777
3/8/2021,737,33,704,0.044776119402985,721190,39206,681984,0.054362927938546,15215,3357,11858,0.221,3000689,361710,96978,0.120542315448219,0.032318577500034,-0.25967,0.27331,-0.23485,0.25544,-0.28259,0.27502,-0.26285,0.27297,-0.29367,0.25769,0.09523,0.28293
3/9/2021,502,18,484,0.035856573705179,721234,39213,682021,0.054369317031643,17709,4373,13336,0.247,3000689,423139,119854,0.141013947130142,0.039942159950598,-0.25853,0.27808,-0.23063,0.26352,-0.28817,0.28354,-0.24988,0.27091,-0.29033,0.25941,-0.26901,0.26906
3/10/2021,8160,262,7898,0.032107843137255,721378,39224,682154,0.054373712533512,18264,4302,13962,0.234,3000689,473494,109554,0.157795093060294,0.036509614958431,-0.18504,0.26568,-0.14139,0.25671,-0.17695,0.27181,-0.12687,0.265,-0.15366,0.25142,-0.12816,0.25038
3/11/2021,2526,111,2415,0.043942992874109,721524,39233,682291,0.054375183639075,13865,2586,11279,0.195,3000689,483492,109699,0.161126994500263,0.036557937193758,-0.30041,0.30902,-0.29381,0.30852,-0.2811,0.31217,-0.26823,0.31284,-0.26321,0.29911,-0.06751,0.28945
3/12/2021,2119,117,2002,0.05521472392638,721688,39249,682439,0.054384997394996,14220,3237,10983,0.228,3000689,519575,113038,0.173151899447094,0.037670681633452,-0.23598,0.26621,-0.19902,0.26044,-0.24969,0.27233,-0.20028,0.2694,-0.22739,0.25587,-0.07434,0.29713
3/13/2021,1647,55,1592,0.033394049787493,721812,39273,682539,0.054408904257618,15700,4613,11087,0.294,3000689,537965,114464,0.17928049191369,0.038145905823629,-0.21241,0.2612,-0.19648,0.25778,-0.24304,0.26986,-0.1791,0.26682,-0.22178,0.2601,-0.09447,0.22381
3/14/2021,2617,107,2510,0.040886511272449,721978,39288,682690,0.054417170606307,10739,1956,8783,0.238,3000689,550088,114621,0.183320564043791,0.0381982271405,-0.22233,0.27914,-0.23734,0.28075,-0.25564,0.28635,-0.23738,0.2963,-0.27105,0.28595,-0.17072,0.23625
3/15/2021,1513,51,1462,0.033707865168539,722222,39314,682908,0.054434785979934,19049,3952,15097,0.206,3000689,599696,124070,0.199852767147812,0.041347170599819,-0.22536,0.25951,-0.21273,0.24656,-0.26324,0.26752,-0.232,0.26056,-0.2611,0.24543,0.12066,0.25596
3/16/2021,4115,114,4001,0.027703523693803,722251,39318,682933,0.054438138541864,19623,6834,12789,0.35,3000689,647957,139204,0.215936073348488,0.046390678940737,-0.24515,0.27307,-0.23135,0.25988,-0.27748,0.27679,-0.23922,0.26935,-0.28413,0.25781,-0.20404,0.27945
3/17/2021,3473,104,3369,0.029945292254535,722364,39338,683026,0.054457309611221,18884,4075,14809,0.214,3000689,692365,159736,0.230735341116657,0.053233107462986,-0.22099,0.26581,-0.1886,0.26029,-0.21362,0.27227,-0.16202,0.26698,-0.18505,0.2502,-0.26469,0.28784
3/18/2021,4173,133,4040,0.031871555236041,722540,39347,683193,0.054456500678163,14372,3103,11269,0.215,3000689,734359,184432,0.244730126980837,0.061463217281098,-0.22671,0.27093,-0.19694,0.26005,-0.23414,0.27708,-0.18585,0.26777,-0.21036,0.25358,-0.00253,0.27246
3/19/2021,3214,91,3123,0.028313627878034,722757,39357,683400,0.054453986609607,16506,3572,12934,0.215,3000689,810602,199342,0.270138624829164,0.066432076099856,-0.23114,0.26852,-0.20096,0.2574,-0.23958,0.27145,-0.18792,0.26272,-0.20964,0.24586,-0.29159,0.28773
3/20/2021,3402,93,3309,0.027336860670194,723101,39375,683726,0.054452974065864,13240,3137,10103,0.238,3000689,824569,203266,0.274793222489901,0.067739775764833,-0.2148,0.27281,-0.18673,0.25868,-0.23403,0.27669,-0.17826,0.27263,-0.21905,0.26102,-0.09612,0.28713
3/21/2021,2310,71,2239,0.030735930735931,723342,39407,683935,0.054479070757678,10911,2093,8818,0.215,3000689,846439,204295,0.282081548604337,0.068082697007254,-0.23277,0.28668,-0.22588,0.2768,-0.26019,0.2873,-0.22803,0.29068,-0.256,0.27721,-0.24359,0.24961
3/22/2021,1268,45,1223,0.035488958990536,723397,39413,683984,0.054483222905265,13132,2977,10155,0.219,3000689,879229,228255,0.29300903892406,0.076067529823984,-0.2507,0.26182,-0.2288,0.24757,-0.27468,0.26677,-0.25048,0.2655,-0.28055,0.24681,0.03445,0.29924
3/23/2021,3533,99,3434,0.028021511463346,723451,39418,684033,0.054486067473817,20120,4133,15987,0.199,3000689,925387,258405,0.308391506084103,0.086115222203967,-0.25084,0.27101,-0.23493,0.26164,-0.27585,0.27494,-0.23906,0.26725,-0.28132,0.25358,-0.01322,0.27316
3/24/2021,3954,121,3833,0.030601922104198,723625,39443,684182,0.054507514251166,15928,3326,12602,0.207,3000689,997730,294083,0.332500302430542,0.098005158148679,-0.22435,0.26955,-0.18907,0.26101,-0.21983,0.27333,-0.16639,0.26724,-0.19767,0.25127,-0.19003,0.28122
3/25/2021,3719,99,3620,0.026620059155687,723813,39482,684331,0.054547238029712,16350,3064,13286,0.185,3000689,1046483,311135,0.348747570974533,0.103687853023089,-0.21748,0.26961,-0.18836,0.25924,-0.22455,0.27549,-0.1705,0.26822,-0.18949,0.249,-0.13745,0.28246
3/26/2021,3871,106,3765,0.027383105140791,723978,39504,684474,0.054565193969983,16714,3259,13455,0.193,3000689,1092686,343272,0.364145034690366,0.114397726655445,-0.20008,0.25961,-0.17271,0.25517,-0.2104,0.26546,-0.15993,0.25888,-0.18734,0.24205,-0.14615,0.29776
3/27/2021,3790,104,3686,0.027440633245383,724248,39550,684698,0.054608366195005,15365,2520,12845,0.162,3000689,1121735,351121,0.373825811338663,0.117013459242194,-0.18927,0.27075,-0.16146,0.25407,-0.19865,0.27357,-0.1475,0.26425,-0.19369,0.25191,-0.09523,0.25605
3/28/2021,1645,57,1588,0.034650455927052,724402,39573,684829,0.054628507375739,9372,1373,7999,0.193,3000689,1140388,353105,0.380042050342438,0.11767464072418,-0.227,0.2897,-0.22711,0.28121,-0.25491,0.29116,-0.22156,0.29328,-0.254,0.2778,-0.00582,0.24412
3/29/2021,1960,48,1912,0.024489795918367,724469,39583,684886,0.054637258461025,14632,2722,11910,0.187,3000689,1178243,388065,0.392657486330639,0.129325298289826,-0.22692,0.26177,-0.20844,0.24634,-0.25166,0.26311,-0.23014,0.26184,-0.2694,0.24878,0.03528,0.27133
3/30/2021,3731,69,3662,0.018493701420531,724498,39586,684912,0.054639212254554,16366,3120,13246,0.187,3000689,1220617,425325,0.406778909777055,0.141742446484791,-0.22422,0.26943,-0.2063,0.25611,-0.2445,0.27126,-0.21404,0.26545,-0.26339,0.25078,-0.23252,0.2813
3/31/2021,3797,88,3709,0.023176191730313,724663,39614,685049,0.054665409990575,15156,2822,12334,0.181,3000689,1267378,458982,0.422362330784696,0.152958870446088,-0.19614,0.27129,-0.1615,0.2615,-0.18855,0.27425,-0.13802,0.2626,-0.17589,0.25441,-0.17501,0.27843
4/1/2021,3655,78,3577,0.021340629274966,724817,39639,685178,0.05468828683654,13927,2485,11442,0.176,3000689,1301379,485734,0.433693395083596,0.161874156235451,-0.12976,0.25212,-0.09733,0.24386,-0.12392,0.25417,-0.08725,0.25154,-0.09908,0.23574,0.08604,0.30471
4/2/2021,3383,68,3315,0.020100502512563,724965,39680,685285,0.05473367679819,9396,1478,7918,0.165,3000689,1325622,490215,0.441772539573411,0.163367479935441,-0.20876,0.26254,-0.1991,0.27143,-0.19059,0.26571,-0.17493,0.27641,-0.17725,0.25855,-0.17294,0.26758
4/3/2021,1631,30,1601,0.018393623543838,725069,39690,685379,0.054739617884643,10124,1744,8380,0.171,3000689,1339471,494227,0.446387812932297,0.16470450619841,-0.19611,0.26534,-0.17637,0.25748,-0.21834,0.27009,-0.17868,0.2715,-0.2018,0.25201,0.11244,0.25412
4/4/2021,2216,51,2165,0.023014440433213,725079,39691,685388,0.054740242097758,9778,1785,7993,0.158,3000689,1352341,498076,0.450676827888528,0.165987211603735,-0.13965,0.25754,-0.15153,0.256,-0.17684,0.26238,-0.1629,0.27471,-0.18143,0.25309,0.03178,0.2501
4/5/2021,1786,20,1766,0.011198208286674,725107,39693,685414,0.054740886517438,15776,2821,12955,0.175,3000689,1387188,546103,0.462289827436299,0.181992535714298,-0.18685,0.2447,-0.16707,0.23682,-0.21577,0.25158,-0.19045,0.24929,-0.22231,0.23263,0.08475,0.2688
4/6/2021,4373,75,4298,0.017150697461697,725119,39699,685420,0.054748255113988,15918,2688,13230,0.165,3000689,1415143,580965,0.471606021150476,0.193610534113998,-0.1886,0.25063,-0.17517,0.24721,-0.21897,0.25553,-0.18747,0.25426,-0.23168,0.23629,-0.07264,0.25535
4/7/2021,3665,74,3591,0.020190995907231,725256,39714,685542,0.054758595585559,13296,2307,10989,0.172,3000689,1436663,619311,0.478777707386537,0.20638959918872,-0.15905,0.25704,-0.13389,0.25258,-0.15412,0.26233,-0.12242,0.26198,-0.1463,0.24373,-0.18491,0.24754
4/8/2021,4306,96,4210,0.022294472828611,725408,39722,685686,0.054758149896334,16708,2363,14345,0.139,3000689,1475689,644297,0.4917833870821,0.214716353477485,-0.15731,0.25028,-0.14166,0.24932,-0.15804,0.25476,-0.13109,0.25723,-0.14717,0.23708,0.19646,0.24914
4/9/2021,4619,104,4515,0.022515696038104,725528,39730,685798,0.054760119526745,16208,2356,13852,0.143,3000689,1506706,677132,0.502120013103657,0.225658840352999,-0.1522,0.24327,-0.12812,0.24288,-0.15248,0.24774,-0.12683,0.25065,-0.13812,0.22987,-0.12075,0.25051
4/10/2021,4081,65,4016,0.015927468757658,725609,39745,685864,0.054774678924876,14245,1818,12427,0.125,3000689,1528219,687612,0.509289366542151,0.22915137156833,-0.09353,0.24367,-0.09462,0.23694,-0.11319,0.24387,-0.08675,0.25059,-0.11295,0.2314,-0.0111,0.23999
